duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,count,srv_count,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,attack_category
6.1049590556246365,1,5,0,1755.1217477515067,1367.4247753200825,0,1,0,0,0,1,0,0,7,4,0.2416794010866928,0.7582342954533831,0.36838946817435975,0.4327478644229819,0
10.730809569260106,0,1,1,1495.577710143899,1062.329727700826,0,0,0,0,0,1,0,0,10,7,0.53789069824926,0.24901316313785007,0.635354542418434,0.26576237332913755,0
0.6528314543939995,0,0,3,73.76072630217567,1.538585310275927,0,0,0,0,0,0,0,0,11,2,0.4183952466696299,0.6930503377574219,0.26002611341832005,0.5763284013658531,1
5.862334185305979,1,2,3,0.9892258371328353,71.07416713020798,0,0,0,5,1,0,0,0,15,5,0.8689225726822626,0.445884549693297,0.52611610609947,0.8801537553335173,3
14.787888996406265,0,3,1,1548.184167952821,2677.9452674911718,0,1,0,0,0,1,0,0,7,5,0.2951837366956998,0.5362758711836971,0.17021368944390095,0.5405542968079152,0
1.6202647213730161,1,4,3,75.42794101939461,22.15016363503225,0,0,0,0,0,0,0,0,8,6,0.5457921887942839,0.14291202239464326,0.7713511407166832,0.4721795879644215,2
18.302247415491987,2,4,2,1303.6895071977035,747.7583013855062,0,0,0,0,0,1,0,0,11,5,0.5649741069987125,0.6295998041496513,0.540349045023751,0.6644552674861106,0
2.881222202513083,0,1,3,1671.2749953041632,452.5567327728072,0,0,0,0,0,1,0,0,9,5,0.8605548647667013,0.5102056753736499,0.8094703005988909,0.7568191229107165,0
16.127258944570574,0,3,0,1783.5356680957298,71.81244692846622,0,0,0,0,0,1,0,0,14,3,0.6924687934160931,0.03558427822308995,0.7221647691662684,0.3971289175243365,0
0.28606061435835056,0,2,0,65.47394737412779,0.9778420688258851,0,0,0,0,0,0,0,0,8,3,0.4798618710643501,0.6849086614348215,0.5261087285404515,0.5310845716269187,1
2.023421621387373,1,2,0,161.4195686122846,90.44994203769853,0,0,0,1,0,0,0,0,13,3,0.8372715827080818,0.856875655660362,0.8580261776875685,0.6352397284974662,2
14.370146530657545,0,6,1,2996.3391182524138,2212.810219421349,0,0,0,0,0,1,0,0,7,6,0.6501191633915159,0.8760792450337892,0.7392355774537113,0.48644425396398494,0
22.051759498009318,0,5,2,1155.5937177108613,499.21284664517503,0,0,0,1,0,1,3,1,11,6,0.7267284241032749,0.518727457834173,0.7150157692151673,0.9423584592947403,4
10.396373303316565,0,6,0,266.385842158894,178.51753246496537,0,1,0,2,2,0,0,0,5,4,0.35646545007621344,0.7413122520978807,0.3632332909217019,0.21556753128524525,3
10.073713241858309,0,0,2,2648.9467744622125,1355.2001472061302,0,0,0,0,0,1,0,0,12,7,0.5220610836837211,0.5636865573360672,0.6754149186349513,0.5841696277014857,0
16.92280924861982,2,5,2,1700.9559777757393,927.7220010167064,0,0,0,0,0,1,0,0,10,2,0.907537321091995,0.8772352800796706,0.8876444360591107,0.5919855810006691,0
0.1267041375070376,0,5,0,86.23981111826595,8.464924013030773,0,0,0,0,0,0,0,0,10,4,0.6548988528244459,0.7498900538102405,0.34464603167880375,0.5612147984507488,1
16.01947525334472,0,0,2,2193.4792506737144,1482.6220988508126,0,0,0,0,0,1,0,0,7,6,0.4092787267190777,0.7612802001177286,0.5047639550008337,0.722902114946546,0
11.102996929882432,0,1,3,1538.8173023558616,701.4299301533773,0,1,0,0,0,1,0,0,13,7,0.4382175654006064,0.10069344235835812,0.25674429717865893,0.24850864116217147,0
